"date","inc","location","cum"
2021-04-23,228,"06",NA
2021-04-24,247,"06",NA
2021-04-25,229,"06",NA
2021-04-26,262,"06",NA
2021-04-27,231,"06",NA
2021-04-28,246,"06",NA
2021-04-29,265,"06",NA
2021-04-30,232,"06",NA
2021-05-01,225,"06",NA
2021-05-02,197,"06",NA
2021-05-03,234,"06",NA
2021-05-04,217,"06",NA
2021-05-05,197,"06",NA
2021-05-06,254,"06",NA
2021-05-07,233,"06",NA
2021-05-08,183,"06",NA
2021-05-09,172,"06",NA
2021-05-10,191,"06",NA
2021-05-11,196,"06",NA
2021-05-12,205,"06",NA
2021-05-13,209,"06",NA
2021-05-14,185,"06",NA
2021-05-15,169,"06",NA
2021-05-16,192,"06",NA
2021-05-17,217,"06",NA
2021-05-18,215,"06",NA
2021-05-19,175,"06",NA
2021-05-20,170,"06",NA
2021-05-21,203,"06",NA
2021-05-22,166,"06",NA
2021-05-23,142,"06",NA
2021-05-24,177,"06",NA
2021-05-25,200,"06",NA
2021-05-26,163,"06",NA
2021-05-27,151,"06",NA
2021-05-28,154,"06",NA
2021-05-29,154,"06",NA
2021-05-30,144,"06",NA
2021-05-31,151,"06",NA
2021-06-01,174,"06",NA
2021-06-02,148,"06",NA
2021-06-03,179,"06",NA
2021-06-04,168,"06",NA
2021-06-05,147,"06",NA
2021-06-06,137,"06",NA
2021-06-07,170,"06",NA
2021-06-08,144,"06",NA
2021-06-09,136,"06",NA
2021-06-10,160,"06",NA
2021-06-11,129,"06",NA
2021-06-12,130,"06",NA
2021-06-13,132,"06",NA
2021-06-14,152,"06",NA
2021-06-15,150,"06",NA
2021-06-16,143,"06",NA
2021-06-17,144,"06",NA
2021-06-18,116,"06",NA
2021-06-19,125,"06",NA
2021-06-20,122,"06",NA
2021-06-21,162,"06",NA
2021-06-22,140,"06",NA
2021-06-23,177,"06",NA
2021-06-24,160,"06",NA
2021-06-25,153,"06",NA
2021-06-26,138,"06",NA
2021-06-27,162,"06",NA
2021-06-28,201,"06",NA
2021-06-29,199,"06",NA
2021-06-30,165,"06",NA
2021-07-01,188,"06",NA
2021-07-02,177,"06",NA
2021-07-03,182,"06",NA
2021-07-04,172,"06",NA
2021-07-05,192,"06",NA
2021-07-06,210,"06",NA
2021-07-07,203,"06",NA
2021-07-08,228,"06",NA
2021-07-09,237,"06",NA
2021-07-10,215,"06",NA
2021-07-11,269,"06",NA
2021-07-12,269,"06",NA
2021-07-13,264,"06",NA
2021-07-14,311,"06",NA
2021-07-15,313,"06",NA
2021-07-16,313,"06",NA
2021-07-17,315,"06",NA
2021-07-18,333,"06",NA
2021-07-19,437,"06",NA
2021-07-20,407,"06",NA
2021-07-21,443,"06",NA
2021-07-22,448,"06",NA
2021-07-23,453,"06",NA
2021-07-24,459,"06",NA
2021-07-25,504,"06",NA
2021-07-26,537,"06",NA
2021-07-27,618,"06",NA
2021-07-28,589,"06",NA
2021-07-29,671,"06",NA
2021-07-30,636,"06",NA
2021-07-31,568,"06",NA
2021-08-01,636,"06",NA
2021-08-02,762,"06",NA
2021-08-03,771,"06",NA
2021-08-04,813,"06",NA
2021-08-05,825,"06",NA
2021-08-06,838,"06",NA
2021-08-07,831,"06",NA
2021-08-08,817,"06",NA
2021-08-09,976,"06",NA
2021-08-10,858,"06",NA
2021-08-11,888,"06",NA
2021-08-12,926,"06",NA
2021-08-13,1021,"06",NA
2021-08-14,853,"06",NA
2021-08-15,896,"06",NA
2021-08-16,1034,"06",NA
2021-08-17,1036,"06",NA
2021-08-18,991,"06",NA
2021-08-19,994,"06",NA
2021-08-20,1009,"06",NA
2021-08-21,953,"06",NA
2021-08-22,918,"06",NA
2021-08-23,971,"06",NA
2021-08-24,948,"06",NA
2021-08-25,1004,"06",NA
2021-08-26,951,"06",NA
2021-08-27,954,"06",NA
2021-08-28,890,"06",NA
2021-08-29,883,"06",NA
2021-08-30,906,"06",NA
2021-08-31,948,"06",NA
2021-09-01,884,"06",NA
2021-09-02,864,"06",NA
2021-09-03,824,"06",NA
2021-09-04,766,"06",NA
2021-09-05,713,"06",NA
2021-09-06,745,"06",NA
2021-09-07,759,"06",NA
2021-09-08,756,"06",NA
2021-09-09,732,"06",NA
2021-09-10,752,"06",NA
2021-09-11,603,"06",NA
2021-09-12,650,"06",NA
2021-09-13,663,"06",NA
2021-09-14,675,"06",NA
2021-09-15,674,"06",NA
2021-09-16,602,"06",NA
2021-09-17,582,"06",NA
2021-09-18,564,"06",NA
2021-09-19,564,"06",NA
2021-09-20,606,"06",NA
2021-09-21,576,"06",NA
2021-09-22,580,"06",NA
2021-09-23,551,"06",NA
2021-09-24,524,"06",NA
2021-09-25,453,"06",NA
2021-09-26,449,"06",NA
2021-09-27,486,"06",NA
2021-09-28,481,"06",NA
2021-09-29,436,"06",NA
2021-09-30,443,"06",NA
2021-10-01,452,"06",NA
2021-10-02,365,"06",NA
2021-10-03,358,"06",NA
2021-10-04,428,"06",NA
2021-10-05,460,"06",NA
2021-10-06,405,"06",NA
2021-10-07,435,"06",NA
2021-10-08,423,"06",NA
2021-10-09,381,"06",NA
2021-10-10,326,"06",NA
2021-10-11,441,"06",NA
2021-10-12,347,"06",NA
2021-10-13,414,"06",NA
2021-10-14,448,"06",NA
2021-10-15,444,"06",NA
2021-10-16,356,"06",NA
2021-10-17,381,"06",NA
2021-10-18,410,"06",NA
2021-10-19,403,"06",NA
2021-10-20,418,"06",NA
2021-10-21,443,"06",NA
2021-10-22,474,"06",NA
2021-10-23,439,"06",NA
2021-10-24,401,"06",NA
2021-10-25,470,"06",NA
2021-10-26,429,"06",NA
2021-10-27,447,"06",NA
2021-10-28,442,"06",NA
2021-10-29,455,"06",NA
2021-10-30,404,"06",NA
2021-10-31,389,"06",NA
2021-11-01,430,"06",NA
2021-11-02,487,"06",NA
2021-11-03,431,"06",NA
2021-11-04,409,"06",NA
2021-11-05,445,"06",NA
2021-11-06,354,"06",NA
2021-11-07,353,"06",NA
2021-11-08,417,"06",NA
2021-11-09,392,"06",NA
2021-11-10,375,"06",NA
2021-11-11,355,"06",NA
2021-11-12,376,"06",NA
2021-11-13,384,"06",NA
2021-11-14,324,"06",NA
2021-11-15,430,"06",NA
2021-11-16,343,"06",NA
2021-11-17,351,"06",NA
2021-11-18,342,"06",NA
2021-11-19,349,"06",NA
2021-11-20,296,"06",NA
2021-11-21,335,"06",NA
2021-11-22,336,"06",NA
2021-11-23,362,"06",NA
2021-11-24,334,"06",NA
2021-11-25,276,"06",NA
2021-11-26,339,"06",NA
2021-11-27,336,"06",NA
2021-11-28,353,"06",NA
2021-11-29,382,"06",NA
2021-11-30,386,"06",NA
2021-12-01,354,"06",NA
2021-12-02,376,"06",NA
2021-12-03,336,"06",NA
2021-12-04,353,"06",NA
2021-12-05,330,"06",NA
2021-12-06,423,"06",NA
2021-12-07,434,"06",NA
2021-12-08,405,"06",NA
2021-12-09,419,"06",NA
2021-12-10,381,"06",NA
2021-12-11,374,"06",NA
2021-12-12,366,"06",NA
2021-12-13,382,"06",NA
2021-12-14,399,"06",NA
2021-12-15,406,"06",NA
2021-12-16,400,"06",NA
2021-12-17,406,"06",NA
2021-12-18,341,"06",NA
2021-12-19,329,"06",NA
2021-12-20,421,"06",NA
2021-12-21,450,"06",NA
2021-12-22,449,"06",NA
2021-12-23,477,"06",NA
2021-12-24,545,"06",NA
2021-12-25,563,"06",NA
2021-12-26,683,"06",NA
2021-12-27,825,"06",NA
2021-12-28,995,"06",NA
2021-12-29,1018,"06",NA
2021-12-30,1088,"06",NA
2021-12-31,1070,"06",NA
2022-01-01,1157,"06",NA
2022-01-02,1233,"06",NA
2022-01-03,1474,"06",NA
2022-01-04,1673,"06",NA
2022-01-05,1802,"06",NA
2022-01-06,1890,"06",NA
2022-01-07,1921,"06",NA
2022-01-08,1765,"06",NA
2022-01-09,1791,"06",NA
2022-01-10,2032,"06",NA
2022-01-11,2253,"06",NA
2022-01-12,2276,"06",NA
2022-01-13,2275,"06",NA
2022-01-14,2239,"06",NA
2022-01-15,2020,"06",NA
2022-01-16,1995,"06",NA
2022-01-17,2256,"06",NA
2022-01-18,2094,"06",NA
2022-01-19,2254,"06",NA
2022-01-20,2292,"06",NA
2022-01-21,2082,"06",NA
2022-01-22,1902,"06",NA
2022-01-23,1803,"06",NA
2022-01-24,2106,"06",NA
2022-01-25,2109,"06",NA
2022-01-26,1811,"06",NA
2022-01-27,1925,"06",NA
2022-01-28,1705,"06",NA
2022-01-29,1473,"06",NA
2022-01-30,1448,"06",NA
2022-01-31,1606,"06",NA
2022-02-01,1595,"06",NA
2022-02-02,1385,"06",NA
2022-02-03,1333,"06",NA
2022-02-04,1284,"06",NA
2022-02-05,1085,"06",NA
2022-02-06,1061,"06",NA
2022-02-07,1232,"06",NA
2022-02-08,1248,"06",NA
2022-02-09,1051,"06",NA
2022-02-10,1062,"06",NA
2022-02-11,993,"06",NA
2022-02-12,817,"06",NA
2022-02-13,741,"06",NA
2022-02-14,785,"06",NA
2022-02-15,804,"06",NA
2022-02-16,784,"06",NA
2022-02-17,734,"06",NA
2022-02-18,648,"06",NA
2022-02-19,546,"06",NA
2022-02-20,509,"06",NA
2022-02-21,553,"06",NA
2022-02-22,610,"06",NA
2022-02-23,545,"06",NA
2022-02-24,512,"06",NA
2022-02-25,479,"06",NA
2022-02-26,401,"06",NA
2022-02-27,369,"06",NA
2022-02-28,482,"06",NA
2022-03-01,460,"06",NA
2022-03-02,459,"06",NA
2022-03-03,412,"06",NA
2022-03-04,399,"06",NA
2022-03-05,307,"06",NA
2022-03-06,289,"06",NA
2022-03-07,318,"06",NA
2022-03-08,339,"06",NA
2022-03-09,306,"06",NA
2022-03-10,308,"06",NA
2022-03-11,270,"06",NA
2022-03-12,217,"06",NA
2022-03-13,215,"06",NA
2022-03-14,280,"06",NA
2022-03-15,242,"06",NA
2022-03-16,252,"06",NA
2022-03-17,246,"06",NA
2022-03-18,193,"06",NA
2022-03-19,172,"06",NA
2022-03-20,161,"06",NA
2022-03-21,233,"06",NA
2022-03-22,230,"06",NA
2022-03-23,210,"06",NA
2022-03-24,251,"06",NA
2022-03-25,218,"06",NA
2022-03-26,202,"06",NA
2022-03-27,110,"06",NA
2022-03-28,156,"06",NA
2022-03-29,172,"06",NA
2022-03-30,143,"06",NA
2022-03-31,140,"06",NA
2022-04-01,142,"06",NA
2022-04-02,97,"06",NA
2022-04-03,132,"06",NA
2022-04-04,164,"06",NA
2022-04-05,145,"06",NA
2022-04-06,154,"06",NA
2022-04-07,139,"06",NA
2022-04-08,137,"06",NA
2022-04-09,107,"06",NA
2022-04-10,103,"06",NA
2022-04-11,156,"06",NA
2022-04-12,120,"06",NA
2022-04-13,127,"06",NA
2022-04-14,142,"06",NA
2022-04-15,131,"06",NA
2022-04-16,129,"06",NA
2022-04-17,123,"06",NA
2022-04-18,162,"06",NA
2022-04-19,146,"06",NA
2022-04-20,150,"06",NA
2022-04-21,162,"06",NA
2022-04-22,155,"06",NA
2022-04-23,125,"06",NA
2022-04-24,117,"06",NA
2022-04-25,188,"06",NA
2022-04-26,174,"06",NA
2022-04-27,159,"06",NA
2022-04-28,170,"06",NA
2022-04-29,167,"06",NA
2022-04-30,191,"06",NA
2022-05-01,162,"06",NA
2022-05-02,184,"06",NA
2022-05-03,204,"06",NA
2022-05-04,232,"06",NA
2022-05-05,234,"06",NA
2022-05-06,223,"06",NA
2022-05-07,185,"06",NA
2022-05-08,186,"06",NA
2022-05-09,228,"06",NA
2022-05-10,247,"06",NA
2022-05-11,250,"06",NA
2022-05-12,268,"06",NA
2022-05-13,241,"06",NA
2022-05-14,274,"06",NA
2022-05-15,279,"06",NA
2022-05-16,325,"06",NA
2022-05-17,322,"06",NA
2022-05-18,342,"06",NA
2022-05-19,352,"06",NA
2022-05-20,333,"06",NA
2022-05-21,287,"06",NA
2022-05-22,303,"06",NA
2022-05-23,359,"06",NA
2022-05-24,398,"06",NA
2022-05-25,380,"06",NA
2022-05-26,407,"06",NA
2022-05-27,402,"06",NA
2022-05-28,361,"06",NA
2022-05-29,364,"06",NA
2022-05-30,366,"06",NA
2022-05-31,447,"06",NA
2022-06-01,440,"06",NA
2022-06-02,440,"06",NA
2022-06-03,457,"06",NA
2022-06-04,434,"06",NA
2022-06-05,426,"06",NA
2022-06-06,521,"06",NA
2022-06-07,468,"06",NA
2022-06-08,515,"06",NA
2022-06-09,483,"06",NA
2022-06-10,530,"06",NA
2022-06-11,475,"06",NA
2022-06-12,446,"06",NA
2022-06-13,523,"06",NA
2022-06-14,500,"06",NA
2022-06-15,515,"06",NA
2022-06-16,487,"06",NA
2022-06-17,480,"06",NA
2022-06-18,459,"06",NA
2022-06-19,451,"06",NA
2022-06-20,563,"06",NA
2022-06-21,547,"06",NA
2022-06-22,621,"06",NA
2022-06-23,601,"06",NA
2022-06-24,642,"06",NA
2022-06-25,576,"06",NA
2022-06-26,577,"06",NA
2022-06-27,617,"06",NA
2022-06-28,650,"06",NA
2022-06-29,628,"06",NA
2022-06-30,659,"06",NA
2022-07-01,628,"06",NA
2022-07-02,609,"06",NA
2022-07-03,567,"06",NA
2022-07-04,584,"06",NA
2022-07-05,775,"06",NA
2022-07-06,778,"06",NA
2022-07-07,790,"06",NA
2022-07-08,757,"06",NA
2022-07-09,754,"06",NA
2022-07-10,631,"06",NA
2022-07-11,764,"06",NA
2022-07-12,799,"06",NA
2022-07-13,792,"06",NA
2022-07-14,823,"06",NA
2022-07-15,725,"06",NA
2022-07-16,727,"06",NA
2022-07-17,662,"06",NA
2022-07-18,802,"06",NA
2022-07-19,802,"06",NA
