"date","inc","location","cum"
2021-05-12,1603,"06",3826498
2021-05-13,2007,"06",3828505
2021-05-14,2021,"06",3830526
2021-05-15,1526,"06",3832052
2021-05-16,1083,"06",3833135
2021-05-17,789,"06",3833924
2021-05-18,1067,"06",3834991
2021-05-19,1427,"06",3836418
2021-05-20,1802,"06",3838220
2021-05-21,1363,"06",3839583
2021-05-22,1372,"06",3840955
2021-05-23,1142,"06",3842097
2021-05-24,717,"06",3842814
2021-05-25,1334,"06",3844148
2021-05-26,1533,"06",3845681
2021-05-27,5196,"06",3850877
2021-05-28,1386,"06",3852263
2021-05-29,1280,"06",3853543
2021-05-30,710,"06",3854253
2021-05-31,480,"06",3854733
2021-06-01,586,"06",3855319
2021-06-02,914,"06",3856233
2021-06-03,1187,"06",3857420
2021-06-04,1246,"06",3858666
2021-06-05,1202,"06",3859868
2021-06-06,942,"06",3860810
2021-06-07,857,"06",3861667
2021-06-08,1031,"06",3862698
2021-06-09,958,"06",3863656
2021-06-10,1235,"06",3864891
2021-06-11,1097,"06",3865988
2021-06-12,979,"06",3866967
2021-06-13,641,"06",3867608
2021-06-14,942,"06",3868550
2021-06-15,804,"06",3869354
2021-06-16,885,"06",3870239
2021-06-17,1310,"06",3871549
2021-06-18,1006,"06",3872555
2021-06-19,1161,"06",3873716
2021-06-20,1111,"06",3874827
2021-06-21,833,"06",3875660
2021-06-22,828,"06",3876488
2021-06-23,1519,"06",3878007
2021-06-24,2046,"06",3880053
2021-06-25,1804,"06",3881857
2021-06-26,2228,"06",3884085
2021-06-27,1216,"06",3885301
2021-06-28,1130,"06",3886431
2021-06-29,-3938,"06",3882493
2021-06-30,1750,"06",3884243
2021-07-01,1798,"06",3886041
2021-07-02,786,"06",3886827
2021-07-03,679,"06",3887506
2021-07-04,557,"06",3888063
2021-07-05,3926,"06",3891989
2021-07-06,1923,"06",3893912
2021-07-07,1824,"06",3895736
2021-07-08,2505,"06",3898241
2021-07-09,1326,"06",3899567
2021-07-10,1285,"06",3900852
2021-07-11,6327,"06",3907179
2021-07-12,3514,"06",3910693
2021-07-13,4792,"06",3915485
2021-07-14,3780,"06",3919265
2021-07-15,3225,"06",3922490
2021-07-16,3694,"06",3926184
2021-07-17,2001,"06",3928185
2021-07-18,9956,"06",3938141
2021-07-19,5635,"06",3943776
2021-07-20,7506,"06",3951282
2021-07-21,6209,"06",3957491
2021-07-22,8288,"06",3965779
2021-07-23,1065,"06",3966844
2021-07-24,5754,"06",3972598
2021-07-25,15118,"06",3987716
2021-07-26,9287,"06",3997003
2021-07-27,8027,"06",4005030
2021-07-28,8089,"06",4013119
2021-07-29,10759,"06",4023878
2021-07-30,4679,"06",4028557
2021-07-31,3536,"06",4032093
2021-08-01,24280,"06",4056373
2021-08-02,9818,"06",4066191
2021-08-03,10121,"06",4076312
2021-08-04,10256,"06",4086568
2021-08-05,15159,"06",4101727
2021-08-06,13983,"06",4115710
2021-08-07,12750,"06",4128460
2021-08-08,9612,"06",4138072
2021-08-09,13082,"06",4151154
2021-08-10,11299,"06",4162453
2021-08-11,11194,"06",4173647
2021-08-12,14378,"06",4188025
2021-08-13,15729,"06",4203754
2021-08-14,13168,"06",4216922
2021-08-15,10715,"06",4227637
2021-08-16,13364,"06",4241001
2021-08-17,15367,"06",4256368
2021-08-18,13832,"06",4270200
2021-08-19,15406,"06",4285606
2021-08-20,25390,"06",4310996
2021-08-21,14013,"06",4325009
2021-08-22,9789,"06",4334798
2021-08-23,14065,"06",4348863
2021-08-24,13230,"06",4362093
2021-08-25,13238,"06",4375331
2021-08-26,14584,"06",4389915
2021-08-27,16293,"06",4406208
2021-08-28,14408,"06",4420616
2021-08-29,11350,"06",4431966
2021-08-30,12875,"06",4444841
2021-08-31,24280,"06",4469121
2021-09-01,11888,"06",4481009
2021-09-02,12611,"06",4493620
2021-09-03,12536,"06",4506156
2021-09-04,11382,"06",4517538
2021-09-05,8468,"06",4526006
2021-09-06,7258,"06",4533264
2021-09-07,11286,"06",4544550
2021-09-08,8765,"06",4553315
2021-09-09,7899,"06",4561214
2021-09-10,15975,"06",4577189
2021-09-11,8487,"06",4585676
2021-09-12,6264,"06",4591940
2021-09-13,15494,"06",4607434
2021-09-14,9083,"06",4616517
2021-09-15,8613,"06",4625130
2021-09-16,10317,"06",4635447
2021-09-17,10019,"06",4645466
2021-09-18,8539,"06",4654005
2021-09-19,5884,"06",4659889
2021-09-20,8540,"06",4668429
2021-09-21,7712,"06",4676141
2021-09-22,7474,"06",4683615
2021-09-23,7552,"06",4691167
2021-09-24,2654,"06",4693821
2021-09-25,1800,"06",4695621
2021-09-26,17639,"06",4713260
2021-09-27,7626,"06",4720886
2021-09-28,7242,"06",4728128
2021-09-29,6726,"06",4734854
2021-09-30,8499,"06",4743353
2021-10-01,2721,"06",4746074
2021-10-02,1599,"06",4747673
2021-10-03,14823,"06",4762496
2021-10-04,5526,"06",4768022
2021-10-05,5881,"06",4773903
2021-10-06,5498,"06",4779401
2021-10-07,7095,"06",4786496
2021-10-08,2260,"06",4788756
2021-10-09,1386,"06",4790142
2021-10-10,13375,"06",4803517
2021-10-11,4926,"06",4808443
2021-10-12,5527,"06",4813970
2021-10-13,4480,"06",4818450
2021-10-14,5510,"06",4823960
2021-10-15,3355,"06",4827315
2021-10-16,225,"06",4827540
2021-10-17,13612,"06",4841152
2021-10-18,5622,"06",4846774
2021-10-19,4836,"06",4851610
2021-10-20,5892,"06",4857502
2021-10-21,6811,"06",4864313
2021-10-22,2074,"06",4866387
2021-10-23,1405,"06",4867792
2021-10-24,1149,"06",4868941
2021-10-25,19968,"06",4888909
2021-10-26,5130,"06",4894039
2021-10-27,5580,"06",4899619
2021-10-28,7603,"06",4907222
2021-10-29,2556,"06",4909778
2021-10-30,1618,"06",4911396
2021-10-31,13145,"06",4924541
2021-11-01,7446,"06",4931987
2021-11-02,4658,"06",4936645
2021-11-03,5496,"06",4942141
2021-11-04,8290,"06",4950431
2021-11-05,3183,"06",4953614
2021-11-06,1783,"06",4955397
2021-11-07,12441,"06",4967838
2021-11-08,7201,"06",4975039
2021-11-09,4777,"06",4979816
2021-11-10,5071,"06",4984887
2021-11-11,2300,"06",4987187
2021-11-12,9783,"06",4996970
2021-11-13,2892,"06",4999862
2021-11-14,6425,"06",5006287
2021-11-15,4520,"06",5010807
2021-11-16,5375,"06",5016182
2021-11-17,5258,"06",5021440
2021-11-18,5721,"06",5027161
2021-11-19,2907,"06",5030068
2021-11-20,1975,"06",5032043
2021-11-21,10230,"06",5042273
2021-11-22,4696,"06",5046969
2021-11-23,4588,"06",5051557
2021-11-24,2116,"06",5053673
2021-11-25,98,"06",5053771
2021-11-26,2230,"06",5056001
2021-11-27,789,"06",5056790
2021-11-28,14831,"06",5071621
2021-11-29,5605,"06",5077226
2021-11-30,5710,"06",5082936
2021-12-01,5317,"06",5088253
2021-12-02,8334,"06",5096587
2021-12-03,3481,"06",5100068
2021-12-04,2496,"06",5102564
2021-12-05,15050,"06",5117614
2021-12-06,7171,"06",5124785
2021-12-07,4798,"06",5129583
2021-12-08,8194,"06",5137777
2021-12-09,6732,"06",5144509
2021-12-10,3394,"06",5147903
2021-12-11,1969,"06",5149872
2021-12-12,12734,"06",5162606
2021-12-13,6289,"06",5168895
2021-12-14,6380,"06",5175275
2021-12-15,6050,"06",5181325
2021-12-16,8084,"06",5189409
2021-12-17,4948,"06",5194357
2021-12-18,3963,"06",5198320
2021-12-19,16813,"06",5215133
2021-12-20,10577,"06",5225710
2021-12-21,11892,"06",5237602
2021-12-22,15854,"06",5253456
2021-12-23,20920,"06",5274376
2021-12-24,13075,"06",5287451
2021-12-25,652,"06",5288103
2021-12-26,22049,"06",5310152
2021-12-27,48918,"06",5359070
2021-12-28,29860,"06",5388930
2021-12-29,40006,"06",5428936
2021-12-30,54951,"06",5483887
2021-12-31,36123,"06",5520010
2022-01-01,1701,"06",5521711
2022-01-02,47553,"06",5569264
2022-01-03,140020,"06",5709284
2022-01-04,82898,"06",5792182
2022-01-05,58672,"06",5850854
2022-01-06,114588,"06",5965442
2022-01-07,61487,"06",6026929
2022-01-08,37015,"06",6063944
2022-01-09,197315,"06",6261259
2022-01-10,131694,"06",6392953
2022-01-11,151895,"06",6544848
2022-01-12,113189,"06",6658037
2022-01-13,148470,"06",6806507
2022-01-14,66255,"06",6872762
2022-01-15,43871,"06",6916633
2022-01-16,207132,"06",7123765
2022-01-17,101687,"06",7225452
2022-01-18,79782,"06",7305234
2022-01-19,128061,"06",7433295
2022-01-20,134503,"06",7567798
2022-01-21,78188,"06",7645986
2022-01-22,40836,"06",7686822
2022-01-23,179089,"06",7865911
2022-01-24,108202,"06",7974113
2022-01-25,93011,"06",8067124
2022-01-26,64555,"06",8131679
2022-01-27,88411,"06",8220090
2022-01-28,40238,"06",8260328
2022-01-29,22602,"06",8282930
2022-01-30,113429,"06",8396359
2022-01-31,47743,"06",8444102
2022-02-01,40894,"06",8484996
2022-02-02,31671,"06",8516667
2022-02-03,51250,"06",8567917
2022-02-04,22396,"06",8590313
2022-02-05,10511,"06",8600824
2022-02-06,33932,"06",8634756
2022-02-07,46259,"06",8681015
2022-02-08,71860,"06",8752875
2022-02-09,13913,"06",8766788
2022-02-10,22401,"06",8789189
2022-02-11,10855,"06",8800044
2022-02-12,5038,"06",8805082
2022-02-13,29370,"06",8834452
2022-02-14,13617,"06",8848069
2022-02-15,11006,"06",8859075
2022-02-16,16471,"06",8875546
2022-02-17,14946,"06",8890492
2022-02-18,7534,"06",8898026
2022-02-19,3382,"06",8901408
2022-02-20,2794,"06",8904202
2022-02-21,23316,"06",8927518
2022-02-22,9641,"06",8937159
2022-02-23,9976,"06",8947135
2022-02-24,13823,"06",8960958
2022-02-25,4344,"06",8965302
2022-02-26,2297,"06",8967599
2022-02-27,10750,"06",8978349
2022-02-28,7902,"06",8986251
2022-03-01,4327,"06",8990578
2022-03-02,7052,"06",8997630
2022-03-03,7520,"06",9005150
2022-03-04,3599,"06",9008749
2022-03-05,1441,"06",9010190
2022-03-06,6473,"06",9016663
2022-03-07,6706,"06",9023369
2022-03-08,3440,"06",9026809
2022-03-09,4601,"06",9031410
2022-03-10,5377,"06",9036787
2022-03-11,2727,"06",9039514
2022-03-12,1626,"06",9041140
2022-03-13,5155,"06",9046295
2022-03-14,4838,"06",9051133
2022-03-15,1842,"06",9052975
2022-03-16,3721,"06",9056696
2022-03-17,6153,"06",9062849
2022-03-18,4212,"06",9067061
2022-03-19,3261,"06",9070322
2022-03-20,4661,"06",9074983
2022-03-21,5512,"06",9080495
2022-03-22,3015,"06",9083510
2022-03-23,4037,"06",9087547
2022-03-24,3561,"06",9091108
2022-03-25,1971,"06",9093079
2022-03-26,1042,"06",9094121
2022-03-27,3390,"06",9097511
2022-03-28,2826,"06",9100337
2022-03-29,1861,"06",9102198
2022-03-30,3795,"06",9105993
2022-03-31,4539,"06",9110532
2022-04-01,2159,"06",9112691
2022-04-02,83,"06",9112774
2022-04-03,72,"06",9112846
2022-04-04,7018,"06",9119864
2022-04-05,2566,"06",9122430
2022-04-06,1343,"06",9123773
2022-04-07,7791,"06",9131564
2022-04-08,5117,"06",9136681
2022-04-09,106,"06",9136787
2022-04-10,123,"06",9136910
2022-04-11,2954,"06",9139864
2022-04-12,9019,"06",9148883
2022-04-13,1189,"06",9150072
2022-04-14,7312,"06",9157384
2022-04-15,2675,"06",9160059
2022-04-16,144,"06",9160203
2022-04-17,141,"06",9160344
2022-04-18,11150,"06",9171494
2022-04-19,3208,"06",9174702
2022-04-20,1508,"06",9176210
2022-04-21,12520,"06",9188730
2022-04-22,5146,"06",9193876
2022-04-23,251,"06",9194127
2022-04-24,251,"06",9194378
2022-04-25,17223,"06",9211601
2022-04-26,4933,"06",9216534
2022-04-27,2114,"06",9218648
2022-04-28,13979,"06",9232627
2022-04-29,5709,"06",9238336
2022-04-30,311,"06",9238647
2022-05-01,323,"06",9238970
2022-05-02,20793,"06",9259763
2022-05-03,6325,"06",9266088
2022-05-04,3141,"06",9269229
2022-05-05,13552,"06",9282781
2022-05-06,11108,"06",9293889
2022-05-07,384,"06",9294273
2022-05-08,365,"06",9294638
2022-05-09,26140,"06",9320778
2022-05-10,8269,"06",9329047
2022-05-11,3882,"06",9332929
2022-05-12,13728,"06",9346657
2022-05-13,9201,"06",9355858
2022-05-14,467,"06",9356325
2022-05-15,516,"06",9356841
2022-05-16,40372,"06",9397213
2022-05-17,11378,"06",9408591
2022-05-18,5405,"06",9413996
2022-05-19,28653,"06",9442649
2022-05-20,11805,"06",9454454
2022-05-21,483,"06",9454937
2022-05-22,523,"06",9455460
2022-05-23,45098,"06",9500558
2022-05-24,14142,"06",9514700
2022-05-25,5331,"06",9520031
2022-05-26,30845,"06",9550876
2022-05-27,14982,"06",9565858
2022-05-28,560,"06",9566418
2022-05-29,485,"06",9566903
2022-05-30,44845,"06",9611748
2022-05-31,13957,"06",9625705
2022-06-01,5827,"06",9631532
2022-06-02,24205,"06",9655737
2022-06-03,14176,"06",9669913
2022-06-04,640,"06",9670553
2022-06-05,631,"06",9671184
2022-06-06,54632,"06",9725816
2022-06-07,17162,"06",9742978
2022-06-08,7367,"06",9750345
2022-06-09,31964,"06",9782309
2022-06-10,17231,"06",9799540
2022-06-11,609,"06",9800149
2022-06-12,628,"06",9800777
2022-06-13,48175,"06",9848952
2022-06-14,15539,"06",9864491
2022-06-15,6667,"06",9871158
2022-06-16,18609,"06",9889767
2022-06-17,14381,"06",9904148
2022-06-18,583,"06",9904731
2022-06-19,553,"06",9905284
2022-06-20,54557,"06",9959841
2022-06-21,10798,"06",9970639
2022-06-22,6560,"06",9977199
2022-06-23,33218,"06",10010417
2022-06-24,21202,"06",10031619
2022-06-25,665,"06",10032284
2022-06-26,640,"06",10032924
2022-06-27,49372,"06",10082296
2022-06-28,17911,"06",10100207
2022-06-29,7626,"06",10107833
2022-06-30,36928,"06",10144761
2022-07-01,18860,"06",10163621
2022-07-02,707,"06",10164328
2022-07-03,643,"06",10164971
2022-07-04,51451,"06",10216422
2022-07-05,18138,"06",10234560
2022-07-06,6262,"06",10240822
2022-07-07,28272,"06",10269094
2022-07-08,11755,"06",10280849
2022-07-09,524,"06",10281373
2022-07-10,350,"06",10281723
2022-07-11,66257,"06",10347980
2022-07-12,20436,"06",10368416
2022-07-13,6635,"06",10375051
2022-07-14,38808,"06",10413859
2022-07-15,13294,"06",10427153
2022-07-16,9292,"06",10436445
2022-07-17,0,"06",10436445
2022-07-18,54032,"06",10490477
2022-07-19,17730,"06",10508207
2022-07-20,6624,"06",10514831
2022-07-21,9216,"06",10524047
