location,date,case,hosp,corrected_case,corrected_case_7da,forecast_date
ca,2020-11-03,5338.0,400.0,5338.0,4471.0,2020-12-07
ca,2020-11-04,4566.0,439.0,4566.0,4524.571428571428,2020-12-07
ca,2020-11-05,6518.0,429.0,6518.0,4882.285714285715,2020-12-07
ca,2020-11-06,5863.0,431.0,5863.0,4993.142857142857,2020-12-07
ca,2020-11-07,9543.0,410.0,9543.0,5709.428571428572,2020-12-07
ca,2020-11-08,5351.0,373.0,5351.0,5889.0,2020-12-07
ca,2020-11-09,5367.0,508.0,5367.0,6078.0,2020-12-07
ca,2020-11-10,7464.0,479.0,7464.0,6381.714285714285,2020-12-07
ca,2020-11-11,6927.0,582.0,6927.0,6719.0,2020-12-07
ca,2020-11-12,6893.0,545.0,6893.0,6772.571428571428,2020-12-07
ca,2020-11-13,9875.0,580.0,9875.0,7345.714285714285,2020-12-07
ca,2020-11-14,10968.0,571.0,10968.0,7549.285714285715,2020-12-07
ca,2020-11-15,9890.0,595.0,9890.0,8197.714285714286,2020-12-07
ca,2020-11-16,8743.0,688.0,8743.0,8680.0,2020-12-07
ca,2020-11-17,9811.0,715.0,9811.0,9015.285714285714,2020-12-07
ca,2020-11-18,11478.0,722.0,11478.0,9665.42857142857,2020-12-07
ca,2020-11-19,13005.0,816.0,13005.0,10538.57142857143,2020-12-07
ca,2020-11-20,15442.0,796.0,15442.0,11333.857142857143,2020-12-07
ca,2020-11-21,14319.0,815.0,14319.0,11812.57142857143,2020-12-07
ca,2020-11-22,8337.0,840.0,8337.0,11590.714285714286,2020-12-07
ca,2020-11-23,15329.0,1002.0,15329.0,12531.57142857143,2020-12-07
ca,2020-11-24,18350.0,1014.0,18350.0,13751.42857142857,2020-12-07
ca,2020-11-25,14640.0,1060.0,14640.0,14203.142857142857,2020-12-07
ca,2020-11-26,12635.0,970.0,12635.0,14150.285714285714,2020-12-07
ca,2020-11-27,11996.0,1170.0,11996.0,13658.0,2020-12-07
ca,2020-11-28,15614.0,1129.0,15614.0,13843.0,2020-12-07
ca,2020-11-29,14034.0,1131.0,14034.0,14656.857142857143,2020-12-07
ca,2020-11-30,12221.0,1223.0,12221.0,14212.857142857143,2020-12-07
ca,2020-12-01,20762.0,1237.0,20762.0,14557.42857142857,2020-12-07
ca,2020-12-02,18588.0,1339.0,18588.0,15121.42857142857,2020-12-07
ca,2020-12-03,22018.0,1388.0,22018.0,16461.85714285714,2020-12-07
ca,2020-12-04,25068.0,1471.0,25068.0,18329.285714285714,2020-12-07
ca,2020-12-05,30075.0,1370.0,30075.0,20395.14285714286,2020-12-07
ca,2020-12-06,24735.0,1428.0,24735.0,21923.85714285714,2020-12-07
ca,2020-12-07,23272.0,1540.0,23272.0,23502.571428571428,2020-12-07
ca,2020-10-01,3590.0,316.0,3590.0,,2020-12-14
ca,2020-10-02,2159.0,328.0,2159.0,,2020-12-14
ca,2020-10-03,4293.0,294.0,4293.0,,2020-12-14
ca,2020-10-04,3055.0,315.0,3055.0,,2020-12-14
ca,2020-10-05,1677.0,347.0,1677.0,,2020-12-14
ca,2020-10-06,2764.0,338.0,2764.0,,2020-12-14
ca,2020-10-07,3575.0,350.0,3575.0,3016.1428571428573,2020-12-14
ca,2020-10-08,3806.0,335.0,3806.0,3047.0,2020-12-14
ca,2020-10-09,4170.0,336.0,4170.0,3334.285714285714,2020-12-14
ca,2020-10-10,3803.0,321.0,3803.0,3264.285714285714,2020-12-14
ca,2020-10-11,3449.0,291.0,3449.0,3320.5714285714284,2020-12-14
ca,2020-10-12,2378.0,335.0,2378.0,3420.714285714286,2020-12-14
ca,2020-10-13,2666.0,366.0,2666.0,3406.714285714286,2020-12-14
ca,2020-10-14,3329.0,323.0,3329.0,3371.5714285714284,2020-12-14
ca,2020-10-15,3075.0,337.0,3075.0,3267.1428571428573,2020-12-14
ca,2020-10-16,2979.0,344.0,2979.0,3097.0,2020-12-14
ca,2020-10-17,2862.0,320.0,2862.0,2962.5714285714284,2020-12-14
ca,2020-10-18,3474.0,320.0,3474.0,2966.1428571428573,2020-12-14
ca,2020-10-19,3286.0,368.0,3286.0,3095.8571428571427,2020-12-14
ca,2020-10-20,3707.0,324.0,3707.0,3244.5714285714284,2020-12-14
ca,2020-10-21,2940.0,356.0,2940.0,3189.0,2020-12-14
ca,2020-10-22,6141.0,355.0,6141.0,3627.0,2020-12-14
ca,2020-10-23,5945.0,341.0,5945.0,4050.714285714286,2020-12-14
ca,2020-10-24,5219.0,325.0,5219.0,4387.428571428572,2020-12-14
ca,2020-10-25,2981.0,302.0,2981.0,4317.0,2020-12-14
ca,2020-10-26,3188.0,357.0,3188.0,4303.0,2020-12-14
ca,2020-10-27,4515.0,376.0,4515.0,4418.428571428572,2020-12-14
ca,2020-10-28,4191.0,359.0,4191.0,4597.142857142857,2020-12-14
ca,2020-10-29,4014.0,452.0,4014.0,4293.285714285715,2020-12-14
ca,2020-10-30,5087.0,356.0,5087.0,4170.714285714285,2020-12-14
ca,2020-10-31,4529.0,368.0,4529.0,4072.1428571428573,2020-12-14
ca,2020-11-01,4094.0,385.0,4094.0,4231.142857142857,2020-12-14
ca,2020-11-02,4044.0,442.0,4044.0,4353.428571428572,2020-12-14
ca,2020-11-03,5338.0,400.0,5338.0,4471.0,2020-12-14
ca,2020-11-04,4566.0,439.0,4566.0,4524.571428571428,2020-12-14
ca,2020-11-05,6518.0,429.0,6518.0,4882.285714285715,2020-12-14
ca,2020-11-06,5863.0,431.0,5863.0,4993.142857142857,2020-12-14
ca,2020-11-07,9543.0,410.0,9543.0,5709.428571428572,2020-12-14
ca,2020-11-08,5351.0,373.0,5351.0,5889.0,2020-12-14
ca,2020-11-09,5367.0,508.0,5367.0,6078.0,2020-12-14
ca,2020-11-10,7464.0,479.0,7464.0,6381.714285714285,2020-12-14
ca,2020-11-11,6927.0,582.0,6927.0,6719.0,2020-12-14
ca,2020-11-12,6893.0,545.0,6893.0,6772.571428571428,2020-12-14
ca,2020-11-13,9875.0,580.0,9875.0,7345.714285714285,2020-12-14
ca,2020-11-14,10968.0,571.0,10968.0,7549.285714285715,2020-12-14
ca,2020-11-15,9890.0,595.0,9890.0,8197.714285714286,2020-12-14
ca,2020-11-16,8743.0,688.0,8743.0,8680.0,2020-12-14
ca,2020-11-17,9811.0,715.0,9811.0,9015.285714285714,2020-12-14
ca,2020-11-18,11478.0,722.0,11478.0,9665.42857142857,2020-12-14
ca,2020-11-19,13005.0,816.0,13005.0,10538.57142857143,2020-12-14
ca,2020-11-20,15442.0,796.0,15442.0,11333.857142857143,2020-12-14
ca,2020-11-21,14319.0,815.0,14319.0,11812.57142857143,2020-12-14
ca,2020-11-22,8337.0,840.0,8337.0,11590.714285714286,2020-12-14
ca,2020-11-23,15329.0,1002.0,15329.0,12531.57142857143,2020-12-14
ca,2020-11-24,18350.0,1014.0,18350.0,13751.42857142857,2020-12-14
ca,2020-11-25,14640.0,1060.0,14640.0,14203.142857142857,2020-12-14
ca,2020-11-26,12635.0,970.0,12635.0,14150.285714285714,2020-12-14
ca,2020-11-27,11996.0,1170.0,11996.0,13658.0,2020-12-14
ca,2020-11-28,15614.0,1129.0,15614.0,13843.0,2020-12-14
ca,2020-11-29,14034.0,1131.0,14034.0,14656.857142857143,2020-12-14
ca,2020-11-30,12221.0,1223.0,12221.0,14212.857142857143,2020-12-14
ca,2020-12-01,20762.0,1237.0,20762.0,14557.42857142857,2020-12-14
ca,2020-12-02,18588.0,1339.0,18588.0,15121.42857142857,2020-12-14
ca,2020-12-03,22018.0,1388.0,22018.0,16461.85714285714,2020-12-14
ca,2020-12-04,25068.0,1471.0,25068.0,18329.285714285714,2020-12-14
ca,2020-12-05,30075.0,1370.0,30075.0,20395.14285714286,2020-12-14
ca,2020-12-06,24735.0,1428.0,24735.0,21923.85714285714,2020-12-14
ca,2020-12-07,23272.0,1540.0,23272.0,23502.571428571428,2020-12-14
ca,2020-12-08,30851.0,1715.0,30851.0,24943.85714285714,2020-12-14
ca,2020-12-09,29677.0,1769.0,29677.0,26528.0,2020-12-14
ca,2020-12-10,35468.0,1891.0,35468.0,28449.428571428572,2020-12-14
ca,2020-12-11,35729.0,1961.0,35729.0,29972.428571428572,2020-12-14
ca,2020-12-12,30334.0,1855.0,30334.0,30009.428571428572,2020-12-14
ca,2020-12-13,33278.0,1883.0,33278.0,31229.85714285714,2020-12-14
ca,2020-12-14,32326.0,2191.0,32326.0,32523.285714285714,2020-12-14
ca,2020-10-01,3590.0,316.0,3590.0,,2020-12-21
ca,2020-10-02,2159.0,328.0,2159.0,,2020-12-21
ca,2020-10-03,4293.0,294.0,4293.0,,2020-12-21
ca,2020-10-04,3055.0,315.0,3055.0,,2020-12-21
ca,2020-10-05,1677.0,347.0,1677.0,,2020-12-21
ca,2020-10-06,2764.0,338.0,2764.0,,2020-12-21
ca,2020-10-07,3575.0,350.0,3575.0,3016.1428571428573,2020-12-21
ca,2020-10-08,3806.0,335.0,3806.0,3047.0,2020-12-21
ca,2020-10-09,4170.0,336.0,4170.0,3334.285714285714,2020-12-21
ca,2020-10-10,3803.0,321.0,3803.0,3264.285714285714,2020-12-21
ca,2020-10-11,3449.0,291.0,3449.0,3320.5714285714284,2020-12-21
ca,2020-10-12,2378.0,335.0,2378.0,3420.714285714286,2020-12-21
ca,2020-10-13,2666.0,366.0,2666.0,3406.714285714286,2020-12-21
ca,2020-10-14,3329.0,323.0,3329.0,3371.5714285714284,2020-12-21
ca,2020-10-15,3075.0,337.0,3075.0,3267.1428571428573,2020-12-21
ca,2020-10-16,2979.0,344.0,2979.0,3097.0,2020-12-21
ca,2020-10-17,2862.0,320.0,2862.0,2962.5714285714284,2020-12-21
ca,2020-10-18,3474.0,320.0,3474.0,2966.1428571428573,2020-12-21
ca,2020-10-19,3286.0,368.0,3286.0,3095.8571428571427,2020-12-21
ca,2020-10-20,3707.0,324.0,3707.0,3244.5714285714284,2020-12-21
ca,2020-10-21,2940.0,356.0,2940.0,3189.0,2020-12-21
ca,2020-10-22,6141.0,355.0,6141.0,3627.0,2020-12-21
ca,2020-10-23,5945.0,341.0,5945.0,4050.714285714286,2020-12-21
ca,2020-10-24,5219.0,325.0,5219.0,4387.428571428572,2020-12-21
ca,2020-10-25,2981.0,302.0,2981.0,4317.0,2020-12-21
ca,2020-10-26,3188.0,357.0,3188.0,4303.0,2020-12-21
ca,2020-10-27,4515.0,376.0,4515.0,4418.428571428572,2020-12-21
ca,2020-10-28,4191.0,359.0,4191.0,4597.142857142857,2020-12-21
ca,2020-10-29,4014.0,452.0,4014.0,4293.285714285715,2020-12-21
ca,2020-10-30,5087.0,356.0,5087.0,4170.714285714285,2020-12-21
ca,2020-10-31,4529.0,368.0,4529.0,4072.1428571428573,2020-12-21
ca,2020-11-01,4094.0,385.0,4094.0,4231.142857142857,2020-12-21
ca,2020-11-02,4044.0,442.0,4044.0,4353.428571428572,2020-12-21
ca,2020-11-03,5338.0,400.0,5338.0,4471.0,2020-12-21
ca,2020-11-04,4566.0,439.0,4566.0,4524.571428571428,2020-12-21
ca,2020-11-05,6518.0,429.0,6518.0,4882.285714285715,2020-12-21
ca,2020-11-06,5863.0,431.0,5863.0,4993.142857142857,2020-12-21
ca,2020-11-07,9543.0,410.0,9543.0,5709.428571428572,2020-12-21
ca,2020-11-08,5351.0,373.0,5351.0,5889.0,2020-12-21
ca,2020-11-09,5367.0,508.0,5367.0,6078.0,2020-12-21
ca,2020-11-10,7464.0,479.0,7464.0,6381.714285714285,2020-12-21
ca,2020-11-11,6927.0,582.0,6927.0,6719.0,2020-12-21
ca,2020-11-12,6893.0,545.0,6893.0,6772.571428571428,2020-12-21
ca,2020-11-13,9875.0,580.0,9875.0,7345.714285714285,2020-12-21
ca,2020-11-14,10968.0,571.0,10968.0,7549.285714285715,2020-12-21
ca,2020-11-15,9890.0,595.0,9890.0,8197.714285714286,2020-12-21
ca,2020-11-16,8743.0,688.0,8743.0,8680.0,2020-12-21
ca,2020-11-17,9811.0,715.0,9811.0,9015.285714285714,2020-12-21
ca,2020-11-18,11478.0,722.0,11478.0,9665.42857142857,2020-12-21
ca,2020-11-19,13005.0,816.0,13005.0,10538.57142857143,2020-12-21
ca,2020-11-20,15442.0,796.0,15442.0,11333.857142857143,2020-12-21
ca,2020-11-21,14319.0,815.0,14319.0,11812.57142857143,2020-12-21
ca,2020-11-22,8337.0,840.0,8337.0,11590.714285714286,2020-12-21
ca,2020-11-23,15329.0,1002.0,15329.0,12531.57142857143,2020-12-21
ca,2020-11-24,18350.0,1014.0,18350.0,13751.42857142857,2020-12-21
ca,2020-11-25,14640.0,1060.0,14640.0,14203.142857142857,2020-12-21
ca,2020-11-26,12635.0,970.0,12635.0,14150.285714285714,2020-12-21
ca,2020-11-27,11996.0,1170.0,11996.0,13658.0,2020-12-21
ca,2020-11-28,15614.0,1129.0,15614.0,13843.0,2020-12-21
ca,2020-11-29,14034.0,1131.0,14034.0,14656.857142857143,2020-12-21
ca,2020-11-30,12221.0,1223.0,12221.0,14212.857142857143,2020-12-21
ca,2020-12-01,20762.0,1237.0,20762.0,14557.42857142857,2020-12-21
ca,2020-12-02,18588.0,1339.0,18588.0,15121.42857142857,2020-12-21
ca,2020-12-03,22018.0,1388.0,22018.0,16461.85714285714,2020-12-21
ca,2020-12-04,25068.0,1471.0,25068.0,18329.285714285714,2020-12-21
ca,2020-12-05,30075.0,1370.0,30075.0,20395.14285714286,2020-12-21
ca,2020-12-06,24735.0,1428.0,24735.0,21923.85714285714,2020-12-21
ca,2020-12-07,23272.0,1540.0,23272.0,23502.571428571428,2020-12-21
ca,2020-12-08,30851.0,1715.0,30851.0,24943.85714285714,2020-12-21
ca,2020-12-09,29677.0,1769.0,29677.0,26528.0,2020-12-21
ca,2020-12-10,35468.0,1891.0,35468.0,28449.428571428572,2020-12-21
ca,2020-12-11,35729.0,1961.0,35729.0,29972.428571428572,2020-12-21
ca,2020-12-12,30334.0,1855.0,30334.0,30009.428571428572,2020-12-21
ca,2020-12-13,33278.0,1883.0,33278.0,31229.85714285714,2020-12-21
ca,2020-12-14,32326.0,2191.0,32326.0,32523.285714285714,2020-12-21
ca,2020-12-15,53711.0,2138.0,53711.0,35789.0,2020-12-21
ca,2020-12-16,52281.0,2284.0,52281.0,39018.142857142855,2020-12-21
ca,2020-12-17,41012.0,2368.0,41012.0,39810.142857142855,2020-12-21
ca,2020-12-18,43608.0,2215.0,43608.0,40935.71428571428,2020-12-21
ca,2020-12-19,46474.0,2090.0,46474.0,43241.42857142857,2020-12-21
ca,2020-12-20,37892.0,2117.0,37892.0,43900.57142857143,2020-12-21
ca,2020-12-21,32659.0,2376.0,32659.0,43948.142857142855,2020-12-21
ca,2020-10-01,3590.0,316.0,3590.0,,2020-12-28
ca,2020-10-02,2159.0,328.0,2159.0,,2020-12-28
ca,2020-10-03,4293.0,294.0,4293.0,,2020-12-28
ca,2020-10-04,3055.0,315.0,3055.0,,2020-12-28
ca,2020-10-05,1677.0,347.0,1677.0,,2020-12-28
ca,2020-10-06,2764.0,338.0,2764.0,,2020-12-28
ca,2020-10-07,3575.0,350.0,3575.0,3016.1428571428573,2020-12-28
ca,2020-10-08,3806.0,335.0,3806.0,3047.0,2020-12-28
ca,2020-10-09,4170.0,336.0,4170.0,3334.285714285714,2020-12-28
ca,2020-10-10,3803.0,321.0,3803.0,3264.285714285714,2020-12-28
ca,2020-10-11,3449.0,291.0,3449.0,3320.5714285714284,2020-12-28
ca,2020-10-12,2378.0,335.0,2378.0,3420.714285714286,2020-12-28
ca,2020-10-13,2666.0,366.0,2666.0,3406.714285714286,2020-12-28
ca,2020-10-14,3329.0,323.0,3329.0,3371.5714285714284,2020-12-28
ca,2020-10-15,3075.0,337.0,3075.0,3267.1428571428573,2020-12-28
ca,2020-10-16,2979.0,344.0,2979.0,3097.0,2020-12-28
ca,2020-10-17,2862.0,320.0,2862.0,2962.5714285714284,2020-12-28
ca,2020-10-18,3474.0,320.0,3474.0,2966.1428571428573,2020-12-28
ca,2020-10-19,3286.0,368.0,3286.0,3095.8571428571427,2020-12-28
ca,2020-10-20,3707.0,324.0,3707.0,3244.5714285714284,2020-12-28
ca,2020-10-21,2940.0,356.0,2940.0,3189.0,2020-12-28
ca,2020-10-22,6141.0,355.0,6141.0,3627.0,2020-12-28
ca,2020-10-23,5945.0,341.0,5945.0,4050.714285714286,2020-12-28
ca,2020-10-24,5219.0,325.0,5219.0,4387.428571428572,2020-12-28
ca,2020-10-25,2981.0,302.0,2981.0,4317.0,2020-12-28
ca,2020-10-26,3188.0,357.0,3188.0,4303.0,2020-12-28
ca,2020-10-27,4515.0,376.0,4515.0,4418.428571428572,2020-12-28
ca,2020-10-28,4191.0,359.0,4191.0,4597.142857142857,2020-12-28
ca,2020-10-29,4014.0,452.0,4014.0,4293.285714285715,2020-12-28
ca,2020-10-30,5087.0,356.0,5087.0,4170.714285714285,2020-12-28
ca,2020-10-31,4529.0,368.0,4529.0,4072.1428571428573,2020-12-28
ca,2020-11-01,4094.0,385.0,4094.0,4231.142857142857,2020-12-28
ca,2020-11-02,4044.0,442.0,4044.0,4353.428571428572,2020-12-28
ca,2020-11-03,5338.0,400.0,5338.0,4471.0,2020-12-28
ca,2020-11-04,4566.0,439.0,4566.0,4524.571428571428,2020-12-28
ca,2020-11-05,6518.0,429.0,6518.0,4882.285714285715,2020-12-28
ca,2020-11-06,5863.0,431.0,5863.0,4993.142857142857,2020-12-28
ca,2020-11-07,9543.0,410.0,9543.0,5709.428571428572,2020-12-28
ca,2020-11-08,5351.0,373.0,5351.0,5889.0,2020-12-28
ca,2020-11-09,5367.0,508.0,5367.0,6078.0,2020-12-28
ca,2020-11-10,7464.0,479.0,7464.0,6381.714285714285,2020-12-28
ca,2020-11-11,6927.0,582.0,6927.0,6719.0,2020-12-28
ca,2020-11-12,6893.0,545.0,6893.0,6772.571428571428,2020-12-28
ca,2020-11-13,9875.0,580.0,9875.0,7345.714285714285,2020-12-28
ca,2020-11-14,10968.0,571.0,10968.0,7549.285714285715,2020-12-28
ca,2020-11-15,9890.0,595.0,9890.0,8197.714285714286,2020-12-28
ca,2020-11-16,8743.0,688.0,8743.0,8680.0,2020-12-28
ca,2020-11-17,9811.0,715.0,9811.0,9015.285714285714,2020-12-28
ca,2020-11-18,11478.0,722.0,11478.0,9665.42857142857,2020-12-28
ca,2020-11-19,13005.0,816.0,13005.0,10538.57142857143,2020-12-28
ca,2020-11-20,15442.0,796.0,15442.0,11333.857142857143,2020-12-28
ca,2020-11-21,14319.0,815.0,14319.0,11812.57142857143,2020-12-28
ca,2020-11-22,8337.0,840.0,8337.0,11590.714285714286,2020-12-28
ca,2020-11-23,15329.0,1002.0,15329.0,12531.57142857143,2020-12-28
ca,2020-11-24,18350.0,1014.0,18350.0,13751.42857142857,2020-12-28
ca,2020-11-25,14640.0,1060.0,14640.0,14203.142857142857,2020-12-28
ca,2020-11-26,12635.0,970.0,12635.0,14150.285714285714,2020-12-28
ca,2020-11-27,11996.0,1170.0,11996.0,13658.0,2020-12-28
ca,2020-11-28,15614.0,1129.0,15614.0,13843.0,2020-12-28
ca,2020-11-29,14034.0,1131.0,14034.0,14656.857142857143,2020-12-28
ca,2020-11-30,12221.0,1223.0,12221.0,14212.857142857143,2020-12-28
ca,2020-12-01,20762.0,1237.0,20762.0,14557.42857142857,2020-12-28
ca,2020-12-02,18588.0,1339.0,18588.0,15121.42857142857,2020-12-28
ca,2020-12-03,22018.0,1388.0,22018.0,16461.85714285714,2020-12-28
ca,2020-12-04,25068.0,1471.0,25068.0,18329.285714285714,2020-12-28
ca,2020-12-05,30075.0,1370.0,30075.0,20395.14285714286,2020-12-28
ca,2020-12-06,24735.0,1428.0,24735.0,21923.85714285714,2020-12-28
ca,2020-12-07,23272.0,1540.0,23272.0,23502.571428571428,2020-12-28
ca,2020-12-08,30851.0,1715.0,30851.0,24943.85714285714,2020-12-28
ca,2020-12-09,29677.0,1769.0,29677.0,26528.0,2020-12-28
ca,2020-12-10,35468.0,1891.0,35468.0,28449.428571428572,2020-12-28
ca,2020-12-11,35729.0,1961.0,35729.0,29972.428571428572,2020-12-28
ca,2020-12-12,30334.0,1855.0,30334.0,30009.428571428572,2020-12-28
ca,2020-12-13,33278.0,1883.0,33278.0,31229.85714285714,2020-12-28
ca,2020-12-14,32326.0,2191.0,32326.0,32523.285714285714,2020-12-28
ca,2020-12-15,53711.0,2138.0,53711.0,35789.0,2020-12-28
ca,2020-12-16,52281.0,2284.0,52281.0,39018.142857142855,2020-12-28
ca,2020-12-17,41012.0,2368.0,41012.0,39810.142857142855,2020-12-28
ca,2020-12-18,43608.0,2215.0,43608.0,40935.71428571428,2020-12-28
ca,2020-12-19,46474.0,2090.0,46474.0,43241.42857142857,2020-12-28
ca,2020-12-20,37892.0,2117.0,37892.0,43900.57142857143,2020-12-28
ca,2020-12-21,32659.0,2376.0,32659.0,43948.142857142855,2020-12-28
ca,2020-12-22,39069.0,2425.0,39069.0,41856.42857142857,2020-12-28
ca,2020-12-23,34039.0,2278.0,34039.0,39250.42857142857,2020-12-28
ca,2020-12-24,44175.0,2167.0,44175.0,39702.28571428572,2020-12-28
ca,2020-12-25,30375.0,2108.0,30375.0,37811.857142857145,2020-12-28
ca,2020-12-26,50141.0,2299.0,50141.0,38335.71428571428,2020-12-28
ca,2020-12-27,33170.0,2245.0,33170.0,37661.142857142855,2020-12-28
ca,2020-12-28,31245.0,2279.0,31245.0,37459.142857142855,2020-12-28
ca,2020-10-01,3590.0,316.0,3590.0,,2021-01-04
ca,2020-10-02,2159.0,328.0,2159.0,,2021-01-04
ca,2020-10-03,4293.0,294.0,4293.0,,2021-01-04
ca,2020-10-04,3055.0,315.0,3055.0,,2021-01-04
ca,2020-10-05,1677.0,347.0,1677.0,,2021-01-04
ca,2020-10-06,2764.0,338.0,2764.0,,2021-01-04
ca,2020-10-07,3575.0,350.0,3575.0,3016.1428571428573,2021-01-04
ca,2020-10-08,3806.0,335.0,3806.0,3047.0,2021-01-04
ca,2020-10-09,4170.0,336.0,4170.0,3334.285714285714,2021-01-04
ca,2020-10-10,3803.0,321.0,3803.0,3264.285714285714,2021-01-04
ca,2020-10-11,3449.0,291.0,3449.0,3320.5714285714284,2021-01-04
ca,2020-10-12,2378.0,335.0,2378.0,3420.714285714286,2021-01-04
ca,2020-10-13,2666.0,366.0,2666.0,3406.714285714286,2021-01-04
ca,2020-10-14,3329.0,323.0,3329.0,3371.5714285714284,2021-01-04
ca,2020-10-15,3075.0,337.0,3075.0,3267.1428571428573,2021-01-04
ca,2020-10-16,2979.0,344.0,2979.0,3097.0,2021-01-04
ca,2020-10-17,2862.0,320.0,2862.0,2962.5714285714284,2021-01-04
ca,2020-10-18,3474.0,320.0,3474.0,2966.1428571428573,2021-01-04
ca,2020-10-19,3286.0,368.0,3286.0,3095.8571428571427,2021-01-04
ca,2020-10-20,3707.0,324.0,3707.0,3244.5714285714284,2021-01-04
ca,2020-10-21,2940.0,356.0,2940.0,3189.0,2021-01-04
ca,2020-10-22,6141.0,355.0,6141.0,3627.0,2021-01-04
ca,2020-10-23,5945.0,341.0,5945.0,4050.714285714286,2021-01-04
ca,2020-10-24,5219.0,325.0,5219.0,4387.428571428572,2021-01-04
ca,2020-10-25,2981.0,302.0,2981.0,4317.0,2021-01-04
ca,2020-10-26,3188.0,357.0,3188.0,4303.0,2021-01-04
ca,2020-10-27,4515.0,376.0,4515.0,4418.428571428572,2021-01-04
ca,2020-10-28,4191.0,359.0,4191.0,4597.142857142857,2021-01-04
ca,2020-10-29,4014.0,452.0,4014.0,4293.285714285715,2021-01-04
ca,2020-10-30,5087.0,356.0,5087.0,4170.714285714285,2021-01-04
ca,2020-10-31,4529.0,368.0,4529.0,4072.1428571428573,2021-01-04
ca,2020-11-01,4094.0,385.0,4094.0,4231.142857142857,2021-01-04
ca,2020-11-02,4044.0,442.0,4044.0,4353.428571428572,2021-01-04
ca,2020-11-03,5338.0,400.0,5338.0,4471.0,2021-01-04
ca,2020-11-04,4566.0,439.0,4566.0,4524.571428571428,2021-01-04
ca,2020-11-05,6518.0,429.0,6518.0,4882.285714285715,2021-01-04
ca,2020-11-06,5863.0,431.0,5863.0,4993.142857142857,2021-01-04
ca,2020-11-07,9543.0,410.0,9543.0,5709.428571428572,2021-01-04
ca,2020-11-08,5351.0,373.0,5351.0,5889.0,2021-01-04
ca,2020-11-09,5367.0,508.0,5367.0,6078.0,2021-01-04
ca,2020-11-10,7464.0,479.0,7464.0,6381.714285714285,2021-01-04
ca,2020-11-11,6927.0,582.0,6927.0,6719.0,2021-01-04
ca,2020-11-12,6893.0,545.0,6893.0,6772.571428571428,2021-01-04
ca,2020-11-13,9875.0,580.0,9875.0,7345.714285714285,2021-01-04
ca,2020-11-14,10968.0,571.0,10968.0,7549.285714285715,2021-01-04
ca,2020-11-15,9890.0,595.0,9890.0,8197.714285714286,2021-01-04
ca,2020-11-16,8743.0,688.0,8743.0,8680.0,2021-01-04
ca,2020-11-17,9811.0,715.0,9811.0,9015.285714285714,2021-01-04
ca,2020-11-18,11478.0,722.0,11478.0,9665.42857142857,2021-01-04
ca,2020-11-19,13005.0,816.0,13005.0,10538.57142857143,2021-01-04
